SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,I014_ND,TSD,I014_TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,I014_PUMP_STORAGE_PUMPING,FRENCH_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,I014_FRENCH_FLOW,I014_BRITNED_FLOW,I014_MOYLE_FLOW,I014_EAST_WEST_FLOW
14-Jan-2017,23,38938,38678,40288,40301,35191,1533,4781,2440,11503,0,7,11,-743,995,132,107,-724,998,131,107
14-Jan-2017,24,38614,38366,39941,39987,34849,1554,4781,2580,11503,114,5,9,-722,977,153,95,-725,980,154,95
14-Jan-2017,25,38475,38220,39988,39730,34726,1572,4781,2590,11503,168,5,9,-908,1024,132,145,-895,1027,131,146
14-Jan-2017,26,38082,37841,39589,39347,34372,1589,4781,2630,11503,189,4,2,-903,1026,106,119,-896,1028,101,118
14-Jan-2017,27,37726,37584,39368,39236,34152,1548,4781,2370,11503,247,7,7,-1019,1010,-16,101,-1008,1009,-19,101
14-Jan-2017,28,37493,37345,39140,38992,33904,1506,4781,2150,11503,231,8,10,-1021,992,-18,136,-1008,998,-19,138
14-Jan-2017,29,37556,37383,38890,38996,33987,1454,4781,1780,11503,218,5,11,-711,1005,-18,187,-691,1008,-19,189
14-Jan-2017,30,37772,37611,39087,39219,34221,1401,4781,1290,11503,61,5,10,-693,1009,-17,198,-697,1012,-17,198
14-Jan-2017,31,38392,38201,40037,39841,34801,1322,4781,767,11503,0,6,8,-1019,966,-20,185,-1008,965,-20,183
14-Jan-2017,32,39206,39032,40852,40673,35593,1243,4781,285,11503,0,5,9,-1021,927,-20,82,-1008,929,-20,77
14-Jan-2017,33,40577,40510,41678,42107,36769,1194,4781,50,11503,0,10,12,-478,969,2,-13,-449,976,-1,-14
14-Jan-2017,34,43170,43320,44253,44986,39168,1144,4781,0,11503,0,10,9,-388,1033,-85,53,-370,1034,-85,59
14-Jan-2017,35,45225,45268,46037,46085,41063,1116,4781,0,11503,0,10,10,795,1023,-202,63,824,1024,-208,57
14-Jan-2017,36,45512,45548,46545,46589,41332,1088,4781,0,11503,0,9,11,902,998,-337,-87,886,996,-341,-92
14-Jan-2017,37,44907,44868,46060,46021,40799,1059,4781,0,11503,0,5,8,896,970,-395,-153,887,969,-392,-155
14-Jan-2017,38,44066,43832,45164,44922,39919,1029,4781,0,11503,0,9,8,921,976,-308,-181,883,980,-307,-177
14-Jan-2017,39,42740,42620,43727,43598,38726,1008,4781,0,11503,0,9,11,17,1002,-334,-44,8,1002,-331,-39
14-Jan-2017,40,41232,41122,42021,41902,37341,987,4781,0,11503,0,10,15,-6,994,-173,94,-16,995,-166,100
14-Jan-2017,41,40001,39896,41663,41580,36201,971,4781,0,11503,0,9,11,-909,993,-144,193,-928,995,-144,194
14-Jan-2017,42,38452,38401,40113,40052,34858,955,4781,0,11503,0,10,15,-939,986,-112,234,-925,989,-106,234
14-Jan-2017,43,37006,37028,38632,38652,33615,960,4781,0,11503,0,10,12,-1016,960,71,161,-1007,965,76,158
14-Jan-2017,44,35467,35496,37093,37115,32277,965,4781,0,11503,0,5,5,-1021,1021,146,111,-1008,1019,151,110
14-Jan-2017,45,33925,33946,35551,35568,30810,977,4781,0,11503,0,5,10,-1021,970,235,146,-1008,974,236,149
14-Jan-2017,46,32720,32758,34349,34378,29655,988,4781,0,11503,0,8,7,-1021,1013,237,249,-1008,1018,236,253
14-Jan-2017,47,31079,31171,32582,32663,28163,1029,4781,0,11503,0,14,13,-889,1000,288,287,-873,997,291,287
14-Jan-2017,48,29937,30096,31432,31591,27113,1070,4781,0,11503,0,12,18,-883,971,297,218,-874,977,297,213
15-Jan-2017,1,29624,29694,30842,30904,26969,1106,4781,0,11503,0,14,21,-604,1010,297,207,-583,1009,297,212
15-Jan-2017,2,29731,29742,31090,31214,27234,1142,4781,0,11503,0,167,370,-592,1017,297,287,-587,1020,297,287
15-Jan-2017,3,29126,29135,30962,31149,26827,1187,4781,0,11503,0,826,1140,-410,995,297,287,-399,999,297,287
15-Jan-2017,4,28205,28232,30556,30863,26086,1232,4781,0,11503,0,1351,1632,-400,1011,297,287,-398,1013,297,286
15-Jan-2017,5,27423,27600,29976,30441,25445,1290,4781,0,11503,0,1467,1758,-486,977,297,287,-481,979,297,287
15-Jan-2017,6,26885,27354,29408,30268,24943,1347,4781,0,11503,0,1437,1831,-486,968,297,287,-481,970,297,286
15-Jan-2017,7,26157,26685,28794,29847,24239,1397,4781,0,11503,0,1505,2033,-532,956,297,287,-526,956,297,287
15-Jan-2017,8,25407,25962,28152,29239,23557,1447,4781,0,11503,0,1628,2148,-517,965,297,287,-527,967,297,286
15-Jan-2017,9,24766,25397,28132,29280,22983,1487,4781,0,11503,0,1747,2271,-1019,993,297,287,-1008,995,297,286
15-Jan-2017,10,24469,25075,27958,29073,22698,1526,4781,0,11503,0,1868,2386,-1021,986,297,287,-1008,987,297,286
15-Jan-2017,11,24381,25003,27857,28988,22522,1560,4781,0,11503,0,1855,2374,-1021,983,297,287,-1008,983,297,287
15-Jan-2017,12,24397,25052,27869,29034,22521,1594,4781,0,11503,0,1851,2371,-1021,960,296,287,-1008,959,296,286
15-Jan-2017,13,25048,25732,28490,29680,23187,1586,4781,0,11503,0,1821,2337,-1021,996,296,287,-1008,998,297,287
15-Jan-2017,14,25612,26288,28885,30058,23760,1577,4781,0,11503,0,1652,2158,-1021,992,296,287,-1009,993,297,286
15-Jan-2017,15,26597,27288,29655,30714,24697,1595,4781,0,11503,0,1437,1809,-1021,1000,296,287,-1008,1002,297,286
15-Jan-2017,16,27314,27979,29485,30258,25355,1612,4781,0,11503,0,551,886,-1020,998,296,287,-1008,1001,297,287
15-Jan-2017,17,28797,29619,30430,31397,26860,1617,4781,2,11503,0,13,230,-1020,1008,296,287,-1008,1010,297,287
15-Jan-2017,18,30566,31498,32197,33274,28650,1622,4781,60,11503,0,10,164,-1021,1032,296,287,-1008,1034,297,286
15-Jan-2017,19,33038,33724,34665,35497,30686,1614,4781,154,11503,0,7,138,-1020,1034,296,287,-1008,1035,297,287
15-Jan-2017,20,34741,35372,36369,36992,32165,1605,4781,260,11503,0,7,9,-1021,1022,296,287,-1008,1024,297,286
15-Jan-2017,21,36142,36808,37772,38431,33341,1591,4781,375,11503,0,9,11,-1021,1021,296,287,-1008,1024,297,287
15-Jan-2017,22,37046,37666,38677,39291,34131,1577,4781,468,11503,0,10,13,-1021,1036,295,287,-1008,1038,294,286
15-Jan-2017,23,38363,38434,39994,40059,35259,1553,4781,531,11503,0,10,10,-1021,1011,214,287,-1008,1011,210,286
15-Jan-2017,24,38849,38795,40477,40422,35591,1528,4781,632,11503,0,12,13,-1016,1034,98,287,-997,1036,96,286
15-Jan-2017,25,39524,39391,40372,40486,36213,1506,4781,718,11503,0,13,15,-235,1013,116,282,-208,1015,116,281
15-Jan-2017,26,39510,39407,40285,40504,36210,1484,4781,760,11503,0,14,16,-161,1000,103,176,-168,1000,100,171
15-Jan-2017,27,39420,39330,40032,39945,36116,1429,4781,804,11503,0,12,15,257,1011,66,96,285,1009,66,96
15-Jan-2017,28,39451,39313,40061,39930,36147,1374,4781,707,11503,0,10,17,295,993,74,92,286,994,77,91
15-Jan-2017,29,39447,39335,40057,39951,36175,1316,4781,554,11503,0,10,16,128,1019,225,97,120,1021,230,98
15-Jan-2017,30,39369,39303,39979,39918,36114,1258,4781,449,11503,0,10,15,122,992,246,125,120,993,247,125
15-Jan-2017,31,39668,39612,40782,40754,36335,1201,4781,256,11503,0,10,15,-504,984,190,175,-526,988,184,177
15-Jan-2017,32,40407,40351,41603,41494,37048,1144,4781,143,11503,0,10,16,-586,990,7,252,-556,993,3,255
15-Jan-2017,33,41740,41715,42455,42439,38197,1091,4781,56,11503,0,16,19,468,693,-99,264,494,679,-105,262
15-Jan-2017,34,44013,43945,44802,44732,40175,1038,4781,0,11503,0,13,12,849,689,-176,207,837,698,-175,205
15-Jan-2017,35,45107,44898,45827,45619,41073,994,4781,0,11503,0,13,13,848,989,-107,86,837,992,-105,80
15-Jan-2017,36,44811,44540,45605,45340,40830,950,4781,0,11503,0,13,18,851,989,-181,2,837,993,-184,6
15-Jan-2017,37,44345,44117,45388,45172,40458,929,4781,0,11503,0,10,14,703,1025,-394,-39,695,1022,-400,-44
15-Jan-2017,38,43603,43274,44791,44459,39712,907,4781,0,11503,0,15,16,735,996,-455,-118,694,1001,-454,-118
15-Jan-2017,39,42416,42064,44218,43886,38666,875,4781,0,11503,0,11,14,-684,1022,-422,-85,-703,1022,-417,-83
15-Jan-2017,40,41397,40927,43118,42646,37664,842,4781,0,11503,0,13,16,-713,997,-395,22,-702,999,-393,27
15-Jan-2017,41,40064,39817,42058,41829,36441,814,4781,0,11503,0,14,17,-994,1021,-386,66,-993,1022,-385,65
15-Jan-2017,42,38619,38437,40683,40487,35179,785,4781,0,11503,0,15,18,-1021,1002,-428,134,-1008,1003,-425,139
15-Jan-2017,43,36794,36583,38766,38542,33529,769,4781,0,11503,0,14,13,-1021,977,-337,266,-1008,978,-334,269
15-Jan-2017,44,34833,34586,36682,36415,31748,752,4781,0,11503,0,14,18,-1021,1002,-214,273,-1008,1005,-201,273
15-Jan-2017,45,33069,32832,34752,34508,30145,742,4781,0,11503,0,10,15,-1021,1007,-52,287,-1008,1009,-50,286
15-Jan-2017,46,31399,31219,33034,32844,28554,732,4781,0,11503,0,14,13,-1021,1004,65,255,-1008,1006,71,251
15-Jan-2017,47,29496,29325,31135,31102,26731,723,4781,0,11503,0,18,166,-1021,1020,130,246,-1008,1023,130,250
15-Jan-2017,48,28286,28177,29994,30043,25664,713,4781,0,11503,0,89,254,-1019,995,122,287,-1001,994,122,286
16-Jan-2017,1,28150,28016,29779,29923,25621,719,4781,0,11503,0,947,1279,-82,972,175,287,-44,974,177,286
16-Jan-2017,2,28426,28351,30391,30573,26010,724,4781,0,11503,0,1365,1877,4,1020,197,287,-1,1023,196,286
16-Jan-2017,3,28322,28228,30511,31014,25970,721,4781,0,11503,0,1589,2121,648,991,259,287,669,990,262,286
16-Jan-2017,4,27692,27598,30189,30611,25415,718,4781,0,11503,0,1897,2413,681,987,290,287,669,988,288,286
16-Jan-2017,5,27259,27189,29749,30196,25050,741,4781,0,11503,0,1890,2407,920,970,224,287,919,971,223,286
16-Jan-2017,6,27161,27078,29641,30075,24940,763,4781,0,11503,0,1880,2396,940,963,208,287,916,965,207,287
16-Jan-2017,7,26757,26688,29213,29659,24504,777,4781,0,11503,0,1856,2371,655,984,199,287,650,987,198,286
16-Jan-2017,8,26256,26186,28701,29145,24035,791,4781,0,11503,0,1845,2359,689,977,199,287,648,981,198,286
16-Jan-2017,9,25986,25919,28937,29514,23819,803,4781,0,11503,0,1489,1984,-862,1018,199,287,-885,1019,198,286
16-Jan-2017,10,26008,26000,29116,29658,23916,814,4781,0,11503,0,1487,1951,-1021,1027,199,287,-1008,1029,198,286
16-Jan-2017,11,26853,26817,29835,30040,24678,821,4781,0,11503,0,1361,1611,-1021,595,199,287,-1008,576,198,286
16-Jan-2017,12,28377,28357,30836,31100,26072,828,4781,0,11503,0,838,955,-1021,531,188,287,-1008,524,187,287
16-Jan-2017,13,31882,31924,33573,33749,29306,810,4781,0,11503,0,69,213,-1022,163,243,287,-1008,154,244,286
16-Jan-2017,14,35425,35425,37059,37197,32587,792,4781,0,11503,0,13,158,-1021,142,169,287,-1008,138,162,287
16-Jan-2017,15,39567,39625,41725,41912,36382,774,4781,0,11503,25,10,7,-1022,-522,-4,224,-1008,-550,-12,219
16-Jan-2017,16,41998,41902,44407,44302,38526,755,4781,13,11503,74,11,7,-1022,-660,-116,76,-1008,-662,-117,70
16-Jan-2017,17,43005,42871,45374,45254,39440,744,4781,17,11503,74,13,15,-1022,-563,-163,-8,-1008,-557,-162,-13
16-Jan-2017,18,43191,43047,45567,45436,39646,733,4781,121,11503,74,12,11,-1021,-554,-132,-57,-1008,-554,-129,-57
16-Jan-2017,19,44045,43910,46150,46003,40416,719,4781,235,11503,74,14,13,-1021,-362,-105,-3,-1008,-352,-104,0
16-Jan-2017,20,44445,44291,46573,46423,40792,704,4781,349,11503,53,13,7,-1022,-341,-143,-9,-1008,-343,-142,-10
16-Jan-2017,21,44279,44139,46525,46399,40614,696,4781,413,11503,87,7,3,-1022,-408,-209,23,-1008,-410,-210,25
16-Jan-2017,22,44526,44324,46789,46594,40776,687,4781,519,11503,120,13,11,-1022,-409,-219,21,-1008,-406,-217,18
16-Jan-2017,23,44699,44454,46827,46595,40892,677,4781,604,11503,120,14,21,-1022,-194,-240,-58,-1008,-189,-239,-58
16-Jan-2017,24,44742,44506,46897,46637,40876,666,4781,699,11503,120,13,18,-1022,-228,-240,-52,-1008,-232,-239,-52
16-Jan-2017,25,44871,44628,47260,47008,40997,647,4781,787,11503,114,13,16,-1022,-440,-259,-55,-1008,-446,-258,-56
16-Jan-2017,26,44692,44467,47150,46954,40827,627,4781,814,11503,93,16,14,-1022,-402,-304,-114,-1008,-400,-308,-116
16-Jan-2017,27,44900,44603,47438,47127,41024,602,4781,765,11503,3,16,17,-1022,-311,-419,-170,-1008,-307,-419,-172
16-Jan-2017,28,44728,44421,47284,46955,40875,576,4781,675,11503,0,14,13,-1022,-313,-423,-184,-1008,-318,-420,-185
16-Jan-2017,29,44589,44315,47337,47077,40788,554,4781,559,11503,0,15,17,-1022,-531,-386,-194,-1008,-537,-383,-194
16-Jan-2017,30,44506,44200,47282,46960,40734,532,4781,401,11503,2,12,14,-1022,-561,-386,-195,-1008,-563,-383,-194
16-Jan-2017,31,44309,44148,47296,47182,40549,527,4781,246,11503,0,10,13,-1022,-766,-385,-204,-1008,-771,-383,-204
16-Jan-2017,32,45104,44979,47877,48000,41285,521,4781,110,11503,0,8,3,-886,-694,-380,-205,-839,-664,-376,-204
16-Jan-2017,33,46366,46243,47555,47437,42305,519,4781,31,11503,0,9,13,794,394,-342,-238,822,413,-342,-241
16-Jan-2017,34,47826,47734,49193,49106,43480,517,4781,0,11503,0,13,17,909,468,-426,-328,894,488,-428,-330
16-Jan-2017,35,48401,48224,49866,49694,43939,522,4781,0,11503,0,13,18,974,963,-454,-398,966,967,-453,-401
16-Jan-2017,36,48118,47900,49642,49426,43691,526,4781,0,11503,0,14,18,997,952,-455,-455,985,956,-453,-456
16-Jan-2017,37,47857,47654,49385,49182,43537,524,4781,0,11503,0,12,9,619,850,-455,-461,593,843,-453,-461
16-Jan-2017,38,47615,47333,49166,48881,43338,522,4781,0,11503,0,10,7,498,791,-455,-486,492,793,-453,-488
16-Jan-2017,39,46957,46670,48558,48279,42832,522,4781,0,11503,0,18,18,498,968,-455,-528,492,974,-453,-529
16-Jan-2017,40,45632,45370,47192,46937,41641,522,4781,0,11503,0,17,19,289,988,-455,-488,243,989,-453,-485
16-Jan-2017,41,44243,44015,46722,46505,40329,517,4781,0,11503,0,11,11,-995,1000,-441,-432,-996,1001,-438,-430
16-Jan-2017,42,42670,42315,44973,44600,38995,511,4781,0,11503,0,12,11,-1021,988,-365,-305,-1008,993,-360,-299
16-Jan-2017,43,40519,40260,42641,42366,37020,511,4781,0,11503,0,12,15,-1021,996,-308,-181,-1008,994,-302,-180
16-Jan-2017,44,38061,37842,40017,39783,34816,510,4781,0,11503,0,9,10,-1021,1016,-191,-135,-1008,1019,-184,-130
16-Jan-2017,45,35847,35615,37635,37392,32798,508,4781,0,11503,0,8,8,-1021,1009,-112,-47,-1008,1009,-110,-47
16-Jan-2017,46,33637,33475,35352,35178,30735,506,4781,0,11503,0,13,14,-1021,1011,-81,25,-1008,1011,-76,30
16-Jan-2017,47,31345,31106,33714,33665,28578,519,4781,0,11503,0,730,850,-1021,1003,-18,117,-1008,1006,-16,120
16-Jan-2017,48,30199,29999,33526,33612,27539,532,4781,0,11503,0,1688,1865,-1021,1015,-18,206,-1008,1016,-16,211
17-Jan-2017,1,29959,29760,33526,33473,27389,531,4781,0,11503,0,1946,2101,-1021,999,78,283,-1008,1000,84,284
17-Jan-2017,2,30390,30208,33942,33905,27871,530,4781,0,11503,0,1931,2086,-1021,1000,192,285,-1008,999,197,285
17-Jan-2017,3,30112,29882,33651,33566,27629,533,4781,0,11503,0,1918,2073,-1021,1000,279,285,-1008,1000,280,285
17-Jan-2017,4,29441,29207,32969,32879,27017,536,4781,0,11503,0,1907,2061,-1021,1000,296,285,-1008,1000,296,285
17-Jan-2017,5,29013,28782,32527,32542,26622,539,4781,0,11503,0,1893,2148,-1021,999,297,285,-1008,1000,297,285
17-Jan-2017,6,28825,28598,32320,32473,26434,542,4781,0,11503,0,1874,2263,-1021,999,283,285,-1008,1000,280,285
17-Jan-2017,7,28502,28272,31932,32134,26088,561,4781,0,11503,0,1809,2195,-1021,725,227,285,-1008,713,226,285
17-Jan-2017,8,27965,27768,31432,31615,25563,580,4781,0,11503,0,1846,2235,-1021,699,227,285,-1008,698,226,285
17-Jan-2017,9,27691,27504,31149,31341,25367,590,4781,0,11503,0,1837,2226,-1021,699,254,285,-1008,698,254,285
17-Jan-2017,10,27681,27527,31124,31347,25402,599,4781,0,11503,0,1822,2208,-1021,699,243,285,-1008,697,242,285
17-Jan-2017,11,28350,28210,31772,31885,26028,608,4781,0,11503,0,1801,2063,-1021,566,285,285,-1008,561,287,285
17-Jan-2017,12,29676,29590,32926,32972,27228,617,4781,0,11503,0,1628,1761,-1022,528,297,285,-1008,506,296,285
17-Jan-2017,13,33122,33127,35613,35901,30412,602,4781,0,11503,0,486,589,-1021,-384,258,285,-1008,-404,253,285
17-Jan-2017,14,36603,36543,38710,38618,33635,587,4781,0,11503,0,15,15,-1022,-470,114,285,-1008,-490,107,285
17-Jan-2017,15,40599,40559,43277,43285,37276,591,4781,0,11503,0,9,7,-1021,-985,-63,248,-1008,-990,-70,245
17-Jan-2017,16,42640,42437,45430,45246,39114,595,4781,1,11503,158,12,10,-1022,-1004,-152,119,-1008,-1005,-151,115
17-Jan-2017,17,43341,43146,46216,46061,39672,598,4781,63,11503,293,14,15,-1022,-996,-222,-21,-1008,-1000,-227,-26
17-Jan-2017,18,43178,42956,46194,45990,39556,600,4781,256,11503,271,19,21,-1022,-1003,-301,-71,-1008,-1002,-297,-72
17-Jan-2017,19,43699,43480,46552,46325,40055,628,4781,578,11503,268,17,21,-1022,-858,-254,-102,-1008,-857,-252,-102
17-Jan-2017,20,43669,43446,46409,46200,40022,656,4781,929,11503,221,13,16,-1022,-832,-245,-28,-1008,-833,-241,-23
17-Jan-2017,21,43708,43516,46339,46172,40073,660,4781,1340,11503,35,11,13,-1022,-799,-188,-11,-1008,-799,-186,-12
17-Jan-2017,22,43727,43459,46376,46106,40033,663,4781,1620,11503,0,9,16,-1022,-830,-188,1,-1008,-830,-186,6
17-Jan-2017,23,43704,43377,46138,45799,39902,660,4781,1800,11503,0,6,12,-1022,-618,-188,27,-1008,-613,-186,27
17-Jan-2017,24,43568,43323,46011,45760,39785,657,4781,1960,11503,0,5,11,-1022,-615,-188,-13,-1008,-613,-186,-15
17-Jan-2017,25,43621,43331,45999,45706,39852,642,4781,2030,11503,0,5,11,-1022,-525,-188,-38,-1008,-522,-186,-39
17-Jan-2017,26,43389,43156,45767,45531,39635,626,4781,2020,11503,0,5,11,-1022,-523,-188,-40,-1008,-523,-186,-40
17-Jan-2017,27,43365,43140,45735,45518,39625,614,4781,1860,11503,0,5,11,-1022,-506,-186,-51,-1008,-505,-183,-52
17-Jan-2017,28,43302,43080,45623,45402,39584,601,4781,1690,11503,0,5,10,-1022,-511,-127,-56,-1008,-513,-125,-55
17-Jan-2017,29,43517,43251,46022,45749,39845,590,4781,1400,11503,0,5,9,-1022,-721,-157,37,-1008,-725,-155,42
17-Jan-2017,30,43432,43208,45914,45706,39800,578,4781,1060,11503,8,5,9,-1022,-698,-157,76,-1008,-699,-155,75
17-Jan-2017,31,43583,43362,46143,45949,39950,577,4781,668,11503,0,5,9,-1022,-743,-190,66,-1008,-743,-190,65
17-Jan-2017,32,44542,44354,46908,46945,40905,575,4781,296,11503,0,6,7,-886,-676,-198,65,-837,-649,-196,65
17-Jan-2017,33,45806,45602,46572,46361,41981,582,4781,88,11503,0,10,10,794,530,-156,107,824,557,-153,107
17-Jan-2017,34,47488,47378,48350,48241,43372,588,4781,0,11503,0,6,8,996,641,-256,21,980,641,-261,15
17-Jan-2017,35,48249,48106,49325,49189,44040,595,4781,0,11503,0,8,11,891,606,-339,-129,880,606,-339,-134
17-Jan-2017,36,48132,47878,49375,49124,44054,602,4781,0,11503,0,8,11,890,631,-381,-254,879,642,-380,-257
17-Jan-2017,37,48005,47743,49356,49099,43999,617,4781,0,11503,0,8,9,887,1000,-406,-337,879,1002,-405,-342
17-Jan-2017,38,47819,47509,49184,48865,43813,632,4781,0,11503,0,9,11,862,988,-401,-355,818,989,-397,-350
17-Jan-2017,39,47211,46911,48444,48164,43340,643,4781,0,11503,0,5,8,-1,645,-375,-252,0,628,-373,-253
17-Jan-2017,40,46350,46000,47551,47210,42601,654,4781,0,11503,0,8,1,30,614,-312,-281,-4,617,-307,-278
17-Jan-2017,41,45158,44745,47261,46852,41402,661,4781,0,11503,0,5,1,-1004,705,-301,-193,-1002,705,-301,-192
17-Jan-2017,42,43191,42851,45269,44911,39763,667,4781,0,11503,0,5,9,-1022,713,-330,-121,-1008,710,-326,-116
17-Jan-2017,43,41096,40726,43097,42717,37864,678,4781,0,11503,0,5,9,-1022,739,-265,-109,-1008,741,-262,-110
17-Jan-2017,44,38814,38485,40646,40299,35847,688,4781,0,11503,0,5,9,-1021,760,-180,-26,-1008,762,-173,-21
17-Jan-2017,45,36331,35996,38058,37717,33591,705,4781,0,11503,0,5,9,-1021,785,-101,42,-1009,784,-100,44
17-Jan-2017,46,34059,33794,35716,35437,31441,721,4781,0,11503,0,8,12,-1022,804,-27,115,-1009,810,-20,120
17-Jan-2017,47,31772,31476,33459,33217,29305,731,4781,0,11503,0,66,182,-1021,975,140,199,-1009,980,145,199
17-Jan-2017,48,30448,30205,32769,32669,28073,741,4781,0,11503,0,700,894,-1021,986,217,256,-1008,987,217,259
18-Jan-2017,1,30160,29968,33451,33416,27885,744,4781,0,11503,0,1670,1836,-1021,1000,273,352,-1009,1000,276,357
18-Jan-2017,2,30453,30250,34002,33946,28263,747,4781,0,11503,0,1928,2085,-1021,999,297,481,-1009,1000,297,483
18-Jan-2017,3,30108,29883,33638,33557,27964,747,4781,0,11503,0,1909,2062,-1021,1000,297,499,-1008,1000,297,499
18-Jan-2017,4,29454,29290,32970,32953,27388,746,4781,0,11503,0,1895,2052,-1021,999,297,499,-1008,1000,297,498
18-Jan-2017,5,29035,28901,32542,32679,26996,754,4781,0,11503,0,1886,2166,-1021,999,297,499,-1009,1000,297,498
18-Jan-2017,6,28940,28774,32425,32529,26859,762,4781,0,11503,0,1864,2144,-1021,1000,289,499,-1009,1000,287,498
18-Jan-2017,7,28565,28380,32044,32251,26428,767,4781,0,11503,0,1858,2259,-1021,896,244,499,-1008,893,242,498
18-Jan-2017,8,28098,27938,31523,31906,25999,772,4781,0,11503,0,1804,2321,-1021,889,261,498,-1009,893,262,498
18-Jan-2017,9,27848,27693,31298,31647,25812,776,4781,0,11503,0,1829,2342,-1021,998,277,498,-1009,1000,276,497
18-Jan-2017,10,27920,27773,31278,31709,25890,779,4781,0,11503,0,1737,2244,-1021,999,242,498,-1009,1000,241,498
18-Jan-2017,11,28588,28462,32007,32148,26551,791,4781,0,11503,0,1798,2075,-1021,1000,285,499,-1008,1000,287,498
18-Jan-2017,12,30015,29943,33056,33076,27845,802,4781,0,11503,0,1420,1544,-1021,876,298,498,-1009,834,296,498
18-Jan-2017,13,33545,33542,35814,35962,31116,783,4781,0,11503,0,315,435,-1022,-332,298,499,-1009,-351,297,499
18-Jan-2017,14,37056,37009,39055,39162,34370,764,4781,0,11503,0,4,158,-1021,-374,298,428,-1009,-377,297,423
18-Jan-2017,15,41231,41188,43459,43444,38202,753,4781,0,11503,0,6,29,-1022,-600,258,279,-1009,-610,253,274
18-Jan-2017,16,43326,43217,45567,45468,40089,741,4781,12,11503,0,7,7,-1022,-612,149,146,-1008,-614,146,142
18-Jan-2017,17,44205,44045,46511,46365,40829,734,4781,173,11503,0,8,11,-1022,-676,146,69,-1009,-680,145,68
18-Jan-2017,18,44079,43869,46387,46190,40731,726,4781,465,11503,0,7,12,-1022,-679,161,68,-1009,-679,161,68
18-Jan-2017,19,44573,44356,46682,46465,41159,743,4781,896,11503,0,4,9,-1022,-483,204,107,-1009,-477,204,109
18-Jan-2017,20,44412,44169,46513,46278,41054,759,4781,1350,11503,0,5,10,-1022,-474,153,86,-1009,-476,152,82
18-Jan-2017,21,44047,43805,46357,46139,40685,766,4781,1720,11503,0,5,9,-1022,-661,206,-22,-1009,-671,205,-24
18-Jan-2017,22,43642,43393,45965,45727,40287,772,4781,2080,11503,0,5,9,-1022,-671,96,-25,-1009,-672,88,-25
18-Jan-2017,23,43495,43271,45850,45641,40065,780,4781,2280,11503,0,5,7,-1022,-710,-18,37,-1009,-712,-21,40
18-Jan-2017,24,43219,42971,45558,45321,39759,787,4781,2400,11503,0,5,8,-1022,-712,81,50,-1009,-713,87,50
18-Jan-2017,25,43178,42915,45517,45266,39708,784,4781,2480,11503,0,5,8,-1022,-712,97,51,-1008,-712,90,51
18-Jan-2017,26,42898,42613,45252,44978,39444,780,4781,2390,11503,0,5,8,-1022,-712,-15,93,-1008,-713,-16,93
18-Jan-2017,27,42812,42570,45151,44921,39369,760,4781,2290,11503,0,5,9,-1022,-712,45,64,-1008,-712,48,64
18-Jan-2017,28,42763,42496,45102,44847,39303,739,4781,2030,11503,0,5,9,-1022,-712,53,135,-1008,-713,53,137
18-Jan-2017,29,43070,42849,45409,45198,39646,717,4781,1700,11503,0,5,7,-1022,-712,74,120,-1008,-712,73,120
18-Jan-2017,30,43126,42956,45464,45306,39686,695,4781,1270,11503,5,4,8,-1022,-712,21,180,-1008,-713,21,184
18-Jan-2017,31,43576,43383,45914,45734,40089,678,4781,873,11503,0,4,8,-1022,-712,33,183,-1008,-713,33,180
18-Jan-2017,32,44831,44673,47095,47023,41247,661,4781,473,11503,0,4,5,-1006,-654,93,113,-977,-629,97,114
18-Jan-2017,33,46100,45958,46714,46572,42349,646,4781,196,11503,0,14,11,178,265,57,175,216,276,50,175
18-Jan-2017,34,47636,47504,48337,48215,43667,631,4781,0,11503,40,11,16,223,294,-90,61,214,303,-95,55
18-Jan-2017,35,48613,48306,49509,49217,44517,629,4781,0,11503,68,14,17,680,751,-195,-87,692,763,-197,-91
18-Jan-2017,36,48459,48129,49420,49093,44406,627,4781,0,11503,21,11,12,709,761,-210,-140,688,760,-209,-142
18-Jan-2017,37,48230,47976,49391,49151,44232,625,4781,0,11503,0,8,13,510,859,-279,-274,507,862,-283,-279
18-Jan-2017,38,47972,47731,49142,48890,44013,623,4781,0,11503,0,10,12,545,840,-261,-299,503,848,-253,-295
18-Jan-2017,39,47874,47614,49136,48877,44028,623,4781,0,11503,0,3,2,-256,999,-239,-164,-250,1002,-243,-161
18-Jan-2017,40,46831,46508,48113,47816,43075,623,4781,0,11503,0,11,7,-226,999,-349,-96,-255,1000,-351,-94
18-Jan-2017,41,45435,45124,47477,47150,41735,616,4781,0,11503,0,10,15,-1020,1000,-406,-6,-1008,1000,-403,0
18-Jan-2017,42,43555,43257,45476,45161,40068,609,4781,0,11503,0,9,15,-1022,1000,-290,70,-1008,1000,-281,70
